"id","reviewtext"
"1479","worthless would retched stench card completely turned away ever trusting another sandisk product would use future keep corrupt mis information frustrate anyone attempting acquire data reformatted 3 4 times full using various allocation sizes operating systems functions windows randomly works mobile devices m left decide want bother researching better understand problem future simply purchase another card reliable manufacturer hello kingston"
"1480","works expected suspect many people trust sandisk hope stick maintaining integrity products earned often pay little sandisk never disappointed products others like adata fairness adata failed make good several defective products purchased never test sandisk warranty ve never failure perhaps product support bad adata ve never opportunity test"
"1481","solid performance great transfer speeds enough said strongly recommend card class 10 bargain price"
"1482","great buy high quality tons space meaty music collection couple videos pics aas well store roughly 60 movies little microsd card tons music highly recommend"
"1483","bought sd card use cell phone worked really well far could tell transfers data fast rate no complaints"
"1484","mem card fast exactly supposed save pictures quickly plenty room"
"1485","bought samsung note tablet 10 1 store movies books haven watched full movie though watched full tv show without issues really anything else needs speed say fast"
"1486","bought samsung note 3 could store entire music library phone pop cover put microsd slot worked perfectly phone 96gb storage take iphone"
"1487","ve got number sandisk brand products none ever failed 10 years ve used saying something days electronics card performing well keeping data storage devices using one video recorder one scanner somehow would expect nothing less good know quality consistent"
"1488","works well new tab pro 8 4 34 able download lots content youtube watch long flights use device takes sd cards happy"
"1489","besides blowing mind 32gb data fit chip small also magnets work nothing particularly special product works intended cheap sandisk kingston go things data storage"
"1490","exactly advertised shipped fast love converter comes plug computer"
"1491","big problem lately finding trustworthy source sd cards manufactured china rip companies selling fake cards competitive price fooled price seems unbelievable end card less capacity paying lower class sometimes faulty card altogether comes storage pay extra cash get something reliable like sandisk ultra 64 gb sdxc class 10 memory card blazaing fast works well htc evo lte android phone side note card brings total phone storage capacity 158 gb 158 gb full access 85 gb synced cloud"
"1492","bought galaxy s4 expand memory capacity bit works intended fast transfer rate no problems far"
